Instance_number,'user id',video,images,paragraph,bullets,examples,advanced,medium,easy,topic,'facts and procedures','theories and meaning','steps given',practical,thinking,Cluster
171,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
172,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
173,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
174,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
175,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
176,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
177,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
178,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
179,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
180,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
181,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
182,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
183,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
184,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
185,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
186,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
187,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
188,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
189,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
190,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
191,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
192,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
193,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
194,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
195,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
196,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
197,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
198,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
199,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
200,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
201,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
202,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
203,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
204,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
205,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
206,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
207,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
208,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
209,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
210,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
211,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
212,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
213,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
214,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
215,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
216,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
217,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
218,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
219,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
220,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
221,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
222,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
223,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
224,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
225,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
226,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
227,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
228,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
229,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
230,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
231,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
232,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
233,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
234,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
235,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
236,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
237,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
238,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
239,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
240,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
241,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
242,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
243,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
244,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
245,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
246,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
247,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
248,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
249,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
250,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
251,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
252,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
253,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
254,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
255,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
256,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
257,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
258,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
259,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
260,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
261,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
262,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
263,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
264,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
265,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
266,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
267,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
268,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
269,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
270,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
271,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
272,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
273,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
274,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
275,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
276,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
277,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
278,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
279,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
280,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
281,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
282,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
283,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
284,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
285,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
286,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
287,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
288,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
289,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
290,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
291,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
292,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
293,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
294,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
295,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
296,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
297,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
298,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
299,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
300,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
301,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
302,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
303,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
304,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
305,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
306,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
307,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
308,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
309,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
310,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
311,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
312,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
313,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
314,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
315,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
316,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
317,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
318,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
319,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
320,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
321,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
322,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
323,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
324,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
325,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
326,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
327,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
328,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
329,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
330,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
331,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
332,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
333,3,true,false,true,false,false,true,true,true,core,false,true,false,false,true,cluster3
334,3,true,false,true,false,false,true,true,true,'declarations and access control',false,true,false,false,true,cluster2
335,3,true,false,true,false,false,true,true,true,'operators and assignments',false,true,false,false,true,cluster3
336,3,true,false,true,false,false,true,true,true,'inner classes',false,true,false,false,true,cluster3
337,3,true,false,true,false,false,true,true,true,assertions,false,true,false,false,true,cluster3
338,3,true,false,true,false,false,true,true,true,classes,false,true,false,false,true,cluster5
339,3,true,false,true,false,false,true,true,true,'garbage collection',false,true,false,false,true,cluster3
340,3,true,false,true,false,false,true,true,true,'objects and collections',false,true,false,false,true,cluster3
341,3,true,false,true,false,false,true,true,true,'flow control',false,true,false,false,true,cluster4
342,3,true,false,true,false,false,true,true,true,exceptions,false,true,false,false,true,cluster3
343,3,true,false,true,false,false,true,true,true,threads,false,true,false,false,true,cluster1
