url,title,video,images,paragraph,bullets,examples,advanced,medium,easy,topic,facts and procedures,theories and meaning,steps given,practical ,thinking,tf,3,4,5,6,7
http://www.wideskills.com/java-tutorial/java-threads-tutorial,ava Threads Tutorial | Wideskills,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,threads,TRUE,FALSE,TRUE,TRUE,TRUE,0.009630819,FALSE,TRUE,FALSE,FALSE,
http://www.javaworld.com/article/2077138/java-concurrency/introduction-to-java-threads.html,Introduction to Java threads | JavaWorld�,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,threads,FALSE,TRUE,FALSE,FALSE,TRUE,0.002693438,TRUE,FALSE,FALSE,FALSE,
http://www.tutorialspoint.com/java/java_multithreading.htm,Java - Multithreading,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,threads,TRUE,FALSE,TRUE,TRUE,FALSE,0.00464636,FALSE,TRUE,FALSE,FALSE,
http://cs.usfca.edu/~parrt/course/601/lectures/threads.html,Java Threads,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,threads,TRUE,FALSE,TRUE,TRUE,TRUE,0.00817757,FALSE,TRUE,FALSE,FALSE,
http://www.vogella.com/tutorials/JavaConcurrency/article.html,Java concurrency (multi-threading) - Tutorial�,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,threads,TRUE,TRUE,TRUE,TRUE,TRUE,0.010556622,FALSE,TRUE,FALSE,FALSE,
http://www.javatpoint.com/object-and-class-in-java,Title: Object in Java | Class in Java - javatpoint,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,class,TRUE,FALSE,TRUE,TRUE,TRUE,0.018422992,FALSE,TRUE,FALSE,FALSE,
http://www.homeandlearn.co.uk/java/write_your_own_java_classes.html,Java For Complete Beginners - classes - Home and Learn,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,class,FALSE,TRUE,FALSE,FALSE,TRUE,0.02919708,TRUE,FALSE,FALSE,FALSE,
http://beginnersbook.com/2013/05/java-access-modifiers/,Java Access Modifiers - Public Private Protected - BeginnersBook,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,declarations and access control,TRUE,FALSE,TRUE,TRUE,FALSE,0.004157428,FALSE,TRUE,FALSE,FALSE,
https://docs.oracle.com/javaee/6/tutorial/doc/bnbpj.html,Handling Exceptions - The Java EE 6 Tutorial,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,exceptions,FALSE,TRUE,FALSE,FALSE,TRUE,0.004524887,TRUE,FALSE,FALSE,FALSE,
https://javatutorial.net/java-control-flow-statements,Java Control Flow Statements - Java Tutorials for Beginners,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,flow control,TRUE,FALSE,FALSE,TRUE,TRUE,0.002739726,TRUE,FALSE,FALSE,FALSE,
http://www.dickbaldwin.com/java/Java026.htm,Flow control in Java - ZetCode,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,flow control,FALSE,TRUE,TRUE,TRUE,TRUE,0.003891908,FALSE,TRUE,FALSE,FALSE,
https://newcircle.com/bookshelf/java_fundamentals_tutorial/flow_control,Java Fundamentals Tutorial: Statements and Flow Control - NewCircle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,flow control,TRUE,FALSE,FALSE,TRUE,FALSE,0.00154202,TRUE,FALSE,FALSE,TRUE,
http://www.wideskills.com/java-tutorial/java-control-flow-statements,Java Control Flow Statements | Wideskills,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,flow control,TRUE,FALSE,FALSE,TRUE,FALSE,0.004440497,TRUE,FALSE,FALSE,FALSE,
http://beginnersbook.com/java-collections-tutorials/,Java Collections Framework Tutorials - BeginnersBook,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,objects and collections,FALSE,TRUE,FALSE,FALSE,TRUE,0.007398903,TRUE,FALSE,FALSE,FALSE,
http://www.wideskills.com/java-tutorial/java-collections-framework,Java Collections Framework | Wideskills,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,objects and collections,TRUE,FALSE,FALSE,TRUE,FALSE,0.008574491,TRUE,FALSE,FALSE,FALSE,
http://www.javatpoint.com/collections-in-java,Collections in Java - javatpoint,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,objects and collections,TRUE,FALSE,FALSE,FALSE,TRUE,0.007789679,TRUE,FALSE,FALSE,FALSE,
https://docs.oracle.com/javase/tutorial/collections/intro/,Lesson: Introduction to Collections (The Java� Tutorials ...,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,objects and collections,FALSE,TRUE,FALSE,FALSE,TRUE,0.010686676,TRUE,FALSE,FALSE,FALSE,
http://www.wideskills.com/java-tutorial/java-operators-tutorial,Java Operators Tutorial | Wideskills,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,operators and assignments,TRUE,FALSE,TRUE,TRUE,FALSE,0.008685015,FALSE,TRUE,FALSE,FALSE,
https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Assignment_Operators,Assignment operators - JavaScript | MDN,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,operators and assignments,TRUE,FALSE,TRUE,TRUE,FALSE,0.008039878,FALSE,TRUE,FALSE,FALSE,
http://www.freejavaguide.com/assignment_operators.htm,Assignment Operators - Java tutorial | freejavaguide.com,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,operators and assignments,FALSE,TRUE,TRUE,TRUE,FALSE,0.017241379,FALSE,TRUE,FALSE,FALSE,
http://www.dummies.com/how-to/content/assignment-statements-in-java.html,Assignment Statements in Java - For Dummies,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,operators and assignments,TRUE,FALSE,FALSE,FALSE,TRUE,0.002091175,TRUE,FALSE,FALSE,FALSE,
http://www.java2s.com/Tutorial/Java/0160__Thread/CreatingaThread.htm,Creating a Thread : Create Thread � Thread � Java Tutorial - Java2s,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,threads,TRUE,FALSE,TRUE,TRUE,FALSE,0.002604167,FALSE,TRUE,FALSE,FALSE,
https://www.youtube.com/watch?v=BCRcO1DZFqQ,Learn Java Programming - assertion Part 1 Tutorial (assert keyword),TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,assertion,FALSE,TRUE,TRUE,TRUE,TRUE,3.21E-04,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=OHw2t8BaIUg,Learn Java Tutorial for Beginners Part 13: Classes and Objects,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,class,TRUE,FALSE,TRUE,TRUE,FALSE,0.001471734,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=XqTg2buXS5o,Java Classes and Objects,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,class,TRUE,FALSE,TRUE,TRUE,FALSE,0.001843586,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=ZpBtDTCgalw,Java Programming: 9 - Classes and Objects,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,class,TRUE,FALSE,TRUE,TRUE,TRUE,0.001477909,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=4XRy-TdfU0I,Classes and Objects,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,class,TRUE,TRUE,TRUE,TRUE,FALSE,0.001867607,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=l8u3iMQ85C0,Tutorial 1 (OCJP) declarations and access control Part1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,declarations and access control,TRUE,TRUE,FALSE,TRUE,TRUE,0.001452599,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=K_-3OLkXkzY,Java Programming Tutorial - 82 - Exception Handling,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,exceptions,TRUE,FALSE,TRUE,TRUE,FALSE,0.001228501,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=4my7mKFaNQs,Java Tutorial # 14 | Exception Handling in Java - Checked and Unchecked Exceptions,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,exceptions,TRUE,FALSE,TRUE,TRUE,FALSE,0.001748082,FALSE,FALSE,TRUE,TRUE,
https://www.youtube.com/watch?v=4y2iDb4xCBg,Java: Flow Control,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,flow control,TRUE,FALSE,TRUE,TRUE,FALSE,0.002141008,FALSE,FALSE,TRUE,TRUE,
